510	511	900
511	512	1200
512	513	1200
513	514	1100
514	515	1200
515	516	1100
516	517	1000
517	518	1200
518	519	1300
519	520	800
520	521	900
521	522	1100
522	523	800
523	524	900
524	525	1100
525	526	1000
526	527	1000
527	528	1800
528	529	800
529	530	1100
530	531	900
531	532	700
532	533	1100
533	534	1200
534	535	1000
535	536	900
536	537	900
537	538	900
538	539	800
539	540	900
540	541	700
541	542	1000
542	543	1200
543	544	1500
544	545	1000
545	546	1500
546	547	2000
547	548	800
548	549	900
549	550	800
550	551	700
551	552	1200
552	553	1100
548	P549	1200
P549	P550	1400
P550	P551	900
P551	P552	900
P552	P553	900
P553	P554	900
P554	P555	900
